,Data,Open,High,Low,Close,Volume,Ajustado,Retornos,Retornos Ajustados
2323,2010-05-24,60255,60850,59815,59915,1792600,59915,-340,-340
2324,2010-05-25,59912,59912,57876,59184,2477800,59184,-728,-728
2325,2010-05-26,59182,60701,59179,60190,3638600,60190,1008,1008
2326,2010-05-27,60191,62262,60189,62092,2388000,62092,1901,1901
2327,2010-05-28,62080,62247,61305,61947,2081600,61947,-133,-133
2328,2010-05-31,61950,63047,61950,63047,1197600,63047,1097,1097
2329,2010-06-01,63033,63033,61605,61841,2253800,61841,-1192,-1192
2330,2010-06-02,61836,63198,61814,62943,1878400,62943,1107,1107
2331,2010-06-04,62940,62940,61422,61676,1691000,61676,-1264,-1264
2332,2010-06-07,61675,62119,61099,61183,1627000,61183,-492,-492
2333,2010-06-08,61187,62000,61187,61856,1605200,61856,669,669
2334,2010-06-09,61799,62684,61479,61479,1736400,61479,-320,-320
2335,2010-06-10,61484,63146,61484,63049,1717000,63049,1565,1565
2336,2010-06-11,63044,63766,62371,63605,1345800,63605,561,561
2337,2010-06-14,63613,64296,63529,63533,1793600,63533,-80,-80
2338,2010-06-15,63534,64554,63534,64442,1267200,64442,908,908
2339,2010-06-16,64442,65097,63974,64751,2441000,64751,309,309
2340,2010-06-17,64745,65182,64115,64541,1888800,64541,-204,-204
2341,2010-06-18,64542,64941,64239,64438,1871800,64438,-104,-104
2342,2010-06-21,64442,65517,64442,64829,1623000,64829,387,387
2343,2010-06-22,64834,65831,64690,64811,1931800,64811,-23,-23
2344,2010-06-23,64812,65161,64247,65160,1762200,65160,348,348
2345,2010-06-24,65154,65154,63736,63937,1786400,63937,-1217,-1217
2346,2010-06-25,63937,64869,63806,64824,1257200,64824,887,887
2347,2010-06-28,64825,65105,64225,64225,943200,64225,-600,-600
2348,2010-06-29,64216,64216,61670,61978,2196000,61978,-2238,-2238
2349,2010-06-30,61972,62645,60936,60936,1958400,60936,-1036,-1036
2350,2010-07-01,60935,61381,60056,61236,2130000,61236,301,301
2351,2010-07-02,61236,61812,60764,61430,1143800,61430,194,194
2352,2010-07-05,61436,61667,60796,60865,760000,60865,-571,-571
2353,2010-07-06,60870,62451,60870,62065,1786600,62065,1195,1195
2354,2010-07-07,62067,63313,62004,63284,1732200,63284,1217,1217
2355,2010-07-08,63282,63596,62895,63476,1658000,63476,194,194
2356,2010-07-12,63477,63972,62750,62960,1229000,62960,-517,-517
2357,2010-07-13,62964,63777,62964,63686,1583800,63686,722,722
2358,2010-07-14,63686,63688,63015,63479,1450400,63479,-207,-207
2359,2010-07-15,63482,63612,62960,63489,1564800,63489,7,7
2360,2010-07-16,63487,63492,62298,62339,1326400,62339,-1148,-1148
2361,2010-07-19,62351,63300,62351,63297,1276400,63297,946,946
2362,2010-07-20,63290,64481,62902,64463,2429400,64463,1173,1173
2363,2010-07-21,64468,65136,64209,64477,1821800,64477,9,9
2364,2010-07-22,64504,66213,64504,65748,2320600,65748,1244,1244
2365,2010-07-23,65748,66323,65427,66323,1540000,66323,575,575
2366,2010-07-26,66322,66619,66151,66443,1234400,66443,121,121
2367,2010-07-27,66449,67102,66293,66674,1601800,66674,225,225
2368,2010-07-28,66670,67051,66427,66808,1939400,66808,138,138
2369,2010-07-29,66796,67428,66596,66954,2160200,66954,158,158
2370,2010-07-30,66951,67608,66218,67515,2088400,67515,564,564
2371,2010-08-02,67524,68754,67524,68517,1766600,68517,993,993
2372,2010-08-03,68517,68561,67942,67997,1900000,67997,-520,-520
2373,2010-08-04,67996,68534,67577,68272,1875200,68272,276,276
2374,2010-08-05,68271,68471,68002,68412,1611600,68412,141,141
2375,2010-08-06,68416,68509,67686,68095,1513200,68095,-321,-321
2376,2010-08-09,68096,68513,67749,67862,1254800,67862,-234,-234
2377,2010-08-10,67836,67836,66946,67223,1625400,67223,-613,-613
2378,2010-08-11,67217,67217,65690,65790,1732800,65790,-1427,-1427
2379,2010-08-12,65788,66027,65257,65966,1546600,65966,178,178
2380,2010-08-13,65964,66590,65921,66264,1841200,66264,300,300
2381,2010-08-16,66260,66868,66187,66702,1394800,66702,442,442
2382,2010-08-17,66702,67666,66702,67584,1747000,67584,882,882
2383,2010-08-18,67584,67745,67006,67638,2367000,67638,54,54
2384,2010-08-19,67641,67713,66824,66887,1920000,66887,-754,-754
2385,2010-08-20,66892,66892,66337,66677,1414600,66677,-215,-215
2386,2010-08-23,66678,67175,65982,65982,1379600,65982,-696,-696
2387,2010-08-24,65946,65946,65013,65156,1604200,65156,-790,-790
2388,2010-08-25,65156,65156,64164,64803,1753000,64803,-353,-353
2389,2010-08-26,64802,65271,63804,63867,1773400,63867,-935,-935
2390,2010-08-27,63875,65589,63848,65585,1764000,65585,1710,1710
2391,2010-08-30,65585,65585,64255,64261,1286400,64261,-1324,-1324
2392,2010-08-31,64262,65182,64202,65145,3284800,65145,883,883
2393,2010-09-01,65154,67073,65154,67073,2509000,67073,1919,1919
2394,2010-09-02,67073,67168,66405,66808,1601200,66808,-265,-265
2395,2010-09-03,66812,67673,66541,66679,2019200,66679,-133,-133
2396,2010-09-06,66679,66949,66380,66747,651400,66747,68,68
2397,2010-09-08,66739,66739,66101,66407,1716000,66407,-332,-332
2398,2010-09-09,66411,66807,66353,66624,1438800,66624,213,213
2399,2010-09-10,66622,66920,66459,66807,1561000,66807,185,185
2400,2010-09-13,66807,68142,66807,68031,2144400,68031,1224,1224
2401,2010-09-14,68030,68093,67561,67692,2594000,67692,-338,-338
2402,2010-09-15,67690,68107,67119,68107,2234200,68107,417,417
2403,2010-09-16,68103,68103,67507,67663,1464400,67663,-440,-440
2404,2010-09-17,67665,67773,66993,67089,1629400,67089,-576,-576
2405,2010-09-20,67087,68241,67009,68190,1775200,68190,1103,1103
2406,2010-09-21,68189,68255,67528,67719,1734000,67719,-470,-470
2407,2010-09-22,67711,68549,67346,68325,2495200,68325,614,614
2408,2010-09-23,68321,69601,67892,68794,3305200,68794,473,473
2409,2010-09-24,68800,69571,68021,68196,3441000,68196,-604,-604
2410,2010-09-27,68197,68926,68011,68816,2138600,68816,619,619
2411,2010-09-28,68817,69431,68455,69228,1851800,69228,411,411
2412,2010-09-29,69225,69420,68958,69228,3067200,69228,3,3
2413,2010-09-30,69230,69737,68924,69430,2466200,69430,200,200
2414,2010-10-01,69438,70243,69228,70229,2452600,70229,791,791
2415,2010-10-04,70230,70551,70089,70385,1876800,70385,155,155
2416,2010-10-05,70390,71285,70390,71283,2713000,71283,893,893
2417,2010-10-06,71284,71290,70343,70541,2780600,70541,-743,-743
2418,2010-10-07,70545,70739,69314,69918,2587200,69918,-627,-627
2419,2010-10-08,69921,70828,69698,70809,2136000,70809,888,888
2420,2010-10-11,70810,71111,70810,70946,1169000,70946,136,136
2421,2010-10-13,70950,71995,70950,71675,2985000,71675,725,725
2422,2010-10-14,71676,71961,71264,71692,2633000,71692,16,16
2423,2010-10-15,71699,72140,71351,71830,2015200,71830,131,131
2424,2010-10-18,71830,71884,71341,71736,2111600,71736,-94,-94
2425,2010-10-19,71735,71735,69628,69864,2495200,69864,-1871,-1871
2426,2010-10-20,69863,70720,69814,70405,2407200,70405,542,542
2427,2010-10-21,70406,70958,68952,69652,2587800,69652,-754,-754
2428,2010-10-22,69658,70312,68847,69530,2421600,69530,-128,-128
2429,2010-10-25,69536,70231,69451,69580,3836000,69580,44,44
2430,2010-10-26,69582,70834,69055,70740,2576800,70740,1158,1158
2431,2010-10-27,70735,70844,70059,70569,2202600,70569,-166,-166
2432,2010-10-28,70573,71263,70234,70320,2230200,70320,-253,-253
2433,2010-10-29,70322,70776,70322,70673,2208800,70673,351,351
2434,2010-11-01,70686,71751,70673,71561,1555000,71561,875,875
2435,2010-11-03,71560,72110,71510,71905,2145800,71905,345,345
2436,2010-11-04,71910,73103,71910,72996,2175800,72996,1086,1086
2437,2010-11-05,72987,72987,72534,72607,1732000,72607,-380,-380
2438,2010-11-08,72607,72875,72336,72657,1077600,72657,50,50
2439,2010-11-09,72654,73045,71651,71679,1505000,71679,-975,-975
2440,2010-11-10,71674,71854,70868,71638,0,71638,-36,-36
2441,2010-11-11,71639,71639,70941,71195,1353200,71195,-444,-444
2442,2010-11-12,71191,71191,70004,70367,1188600,70367,-824,-824
2443,2010-11-16,70364,70364,68662,69192,2240800,69192,-1172,-1172
2444,2010-11-17,69189,70080,69187,69709,0,69709,520,520
2445,2010-11-18,69716,70904,69716,70781,1881600,70781,1065,1065
2446,2010-11-19,70774,70898,70236,70898,1506400,70898,124,124
2447,2010-11-22,70898,70898,69202,69633,1739200,69633,-1265,-1265
2448,2010-11-23,69629,69629,67728,67953,2080600,67953,-1676,-1676
2449,2010-11-24,67955,69746,67955,69629,1990600,69629,1674,1674
2450,2010-11-25,69634,69780,69362,69362,981600,69362,-272,-272
2451,2010-11-26,69349,69349,68219,68226,1564800,68226,-1123,-1123
2452,2010-11-29,68218,68422,67103,67908,1777800,67908,-310,-310
2453,2010-11-30,67901,68476,67271,67705,2159200,67705,-196,-196
2454,2010-12-01,67731,69605,67731,69346,0,69346,1615,1615
2455,2010-12-02,69341,69943,69219,69527,2111800,69527,186,186
2456,2010-12-03,69529,69963,68943,69766,2828000,69766,237,237
2457,2010-12-06,69759,69932,69378,69552,0,69552,-207,-207
2458,2010-12-07,69563,70589,69338,69338,0,69338,-225,-225
2459,2010-12-08,69338,69354,68046,68175,2671600,68175,-1163,-1163
2460,2010-12-09,68173,68561,67563,67879,2447200,67879,-294,-294
2461,2010-12-10,67889,68514,67866,68342,0,68342,453,453
2462,2010-12-13,68342,69221,68342,69126,0,69126,784,784
2463,2010-12-14,69127,69127,68531,68743,0,68743,-384,-384
2464,2010-12-15,68741,68741,67711,67870,2962400,67870,-871,-871
2465,2010-12-16,67875,68377,67138,67306,2401400,67306,-569,-569
2466,2010-12-17,67304,67981,66948,67981,0,67981,677,677
2467,2010-12-20,67979,68196,67264,67264,2352800,67264,-715,-715
2468,2010-12-21,67261,68461,67261,68215,1897400,68215,954,954
2469,2010-12-22,68218,68472,67727,68471,1656800,68471,253,253
2470,2010-12-23,68470,68562,68250,68486,1229400,68486,16,16
2471,2010-12-27,68476,68476,67803,67803,1035400,67803,-673,-673
2472,2010-12-28,67810,68104,67810,68041,0,68041,231,231
2473,2010-12-29,68043,69040,68043,68952,1307800,68952,909,909
2474,2010-12-30,68953,69527,68940,69305,2102200,69305,352,352
2475,2011-01-03,69310,70471,69305,69962,1862400,69962,652,652
2476,2011-01-04,69962,70318,69560,70318,2427200,70318,356,356
2477,2011-01-05,70311,71173,69802,71091,2309200,71091,780,780
2478,2011-01-06,71093,71167,70469,70579,2546000,70579,-514,-514
2479,2011-01-07,70580,70783,69718,70057,1761000,70057,-523,-523
2480,2011-01-10,70056,70133,69666,70127,1610800,70127,71,71
2481,2011-01-11,70146,70647,70145,70423,2138000,70423,277,277
2482,2011-01-12,70429,71633,70429,71633,2516000,71633,1204,1204
2483,2011-01-13,71631,71924,70719,70721,2237800,70721,-910,-910
2484,2011-01-14,70723,71184,70397,70940,1806600,70940,217,217
2485,2011-01-17,70940,70940,70544,70609,1538600,70609,-331,-331
2486,2011-01-18,70612,71094,70612,70920,1877400,70920,308,308
2487,2011-01-19,70921,71190,69966,70058,1884800,70058,-863,-863
2488,2011-01-20,70056,70083,69177,69562,2169600,69562,-494,-494
2489,2011-01-21,69560,70027,69095,69133,2071800,69133,-427,-427
2490,2011-01-24,69134,69513,68786,69427,1474400,69427,293,293
2491,2011-01-26,69427,69556,68515,68709,2542400,68709,-718,-718
2492,2011-01-27,68717,69108,67775,68051,2304400,68051,-666,-666
2493,2011-01-28,68051,68182,65898,66698,2544000,66698,-1353,-1353
2494,2011-01-31,66697,67166,66271,66575,2253800,66575,-122,-122
2495,2011-02-01,66575,67922,66575,67847,2114000,67847,1272,1272
2496,2011-02-02,67844,68012,66643,66688,2551400,66688,-1156,-1156
2497,2011-02-03,66688,66849,66091,66765,2380800,66765,77,77
2498,2011-02-04,66752,66946,65160,65269,2676800,65269,-1483,-1483
2499,2011-02-07,65272,65893,64916,65362,1980400,65362,90,90
2500,2011-02-08,65359,66238,65110,65771,2764000,65771,412,412
2501,2011-02-09,65767,65767,64016,64218,2811400,64218,-1549,-1549
2502,2011-02-10,64217,65106,64185,64578,2356400,64578,361,361
2503,2011-02-11,64582,65890,64562,65756,2396400,65756,1174,1174
2504,2011-02-14,65751,66743,65462,66558,1945000,66558,807,807
2505,2011-02-15,66558,66861,66117,66341,2355400,66341,-217,-217
2506,2011-02-16,66342,67793,66342,67571,2672400,67571,1229,1229
2507,2011-02-17,67580,67876,67107,67685,2147800,67685,105,105
2508,2011-02-18,67685,68226,67386,68067,1944000,68067,382,382
2509,2011-02-21,68067,68067,67085,67259,1453000,67259,-808,-808
2510,2011-02-22,67255,67570,66342,66440,3045400,66440,-815,-815
2511,2011-02-23,66440,67266,66049,66910,3335000,66910,470,470
2512,2011-02-24,66909,67344,66693,66949,2699200,66949,40,40
2513,2011-02-25,66952,67632,66331,66903,2394600,66903,-49,-49
2514,2011-02-28,66909,67458,66687,67383,2640400,67383,474,474
2515,2011-03-01,67381,67708,66243,66243,2166400,66243,-1138,-1138
2516,2011-03-02,66242,67282,66101,67282,2518600,67282,1040,1040
2517,2011-03-03,67284,68188,67284,68146,2254600,68146,862,862
2518,2011-03-04,68138,68220,67514,68012,1840000,68012,-126,-126
2519,2011-03-09,68010,68057,67109,67264,1407600,67264,-746,-746
2520,2011-03-10,67256,67256,65854,66041,2375000,66041,-1215,-1215
2521,2011-03-11,66041,67014,65559,66685,2491000,66685,644,644
2522,2011-03-14,66684,67333,66088,67169,1874200,67169,485,485
2523,2011-03-15,67168,67168,65463,67005,2852200,67005,-163,-163
2524,2011-03-16,67011,67502,65663,66003,3056800,66003,-1008,-1008
2525,2011-03-17,66017,66950,66015,66216,1985000,66216,199,199
2526,2011-03-18,66217,67384,66217,66880,2842800,66880,663,663
2527,2011-03-21,66887,67676,66656,66690,2557400,66690,-197,-197
2528,2011-03-22,66684,67631,66531,67578,2357800,67578,894,894
2529,2011-03-23,67570,67918,67317,67796,2145600,67796,226,226
2530,2011-03-24,67799,68009,67406,67533,1819800,67533,-266,-266
2531,2011-03-25,67528,68256,67497,67766,2223800,67766,238,238
2532,2011-03-28,67767,68070,67193,67193,1444400,67193,-574,-574
2533,2011-03-29,67194,67862,67046,67419,1768200,67419,225,225
2534,2011-03-30,67423,68004,67423,67997,1859800,67997,574,574
2535,2011-03-31,68000,68606,68000,68587,2124400,68587,587,587
2536,2011-04-01,68588,69387,68588,69268,2397400,69268,680,680
2537,2011-04-04,69270,69787,69270,69704,1200,69704,434,434
2538,2011-04-05,69704,70047,69465,69838,0,69838,134,134
2539,2011-04-06,69841,70108,68954,69037,0,69037,-804,-804
2540,2011-04-07,69040,69334,68695,69176,0,69176,136,136
2541,2011-04-08,69180,69430,68472,68718,2111400,68718,-462,-462
2542,2011-04-11,68719,69177,68029,68164,2173800,68164,-555,-555
2543,2011-04-12,68153,68153,66721,66896,2525800,66896,-1257,-1257
2544,2011-04-13,66909,67411,66251,66486,2515200,66486,-423,-423
2545,2011-04-14,66483,67042,66090,66279,2259000,66279,-204,-204
2546,2011-04-15,66281,66765,65832,66684,2145800,66684,403,403
2547,2011-04-18,66689,66706,65158,65415,3060400,65415,-1274,-1274
2548,2011-04-19,65417,66257,65417,66158,2214400,66158,741,741
2549,2011-04-20,66165,67077,66165,67058,2397400,67058,893,893
2550,2011-04-25,67058,67124,66552,66972,1385800,66972,-86,-86
2551,2011-04-26,66972,67413,66722,67144,1726600,67144,172,172
2552,2011-04-27,67143,67228,65885,66264,2151200,66264,-879,-879
2553,2011-04-28,66249,66249,65105,65673,3090000,65673,-576,-576
2554,2011-04-29,65664,66294,65461,66133,2645000,66133,469,469
2555,2011-05-02,66119,66500,65346,65463,2306800,65463,-656,-656
2556,2011-05-03,65458,65468,64244,64318,2235400,64318,-1140,-1140
2557,2011-05-04,64320,64807,63548,63616,2490000,63616,-704,-704
2558,2011-05-05,63609,64268,62973,63407,2806000,63407,-202,-202
2559,2011-05-06,63422,64704,63422,64417,2690000,64417,995,995
2560,2011-05-09,64416,64782,64150,64622,1880800,64622,206,206
2561,2011-05-10,64622,65143,64619,64877,1982600,64877,255,255
2562,2011-05-11,64877,64877,63622,63776,2458400,63776,-1101,-1101
2563,2011-05-12,63772,64329,63125,64003,2486800,64003,231,231
2564,2011-05-13,64003,64165,63063,63235,2667400,63235,-768,-768
2565,2011-05-16,63233,63829,62676,62830,2459600,62830,-403,-403
2566,2011-05-17,62830,63680,62414,63673,2210800,63673,843,843
2567,2011-05-18,63675,64015,62830,62841,2488000,62841,-834,-834
2568,2011-05-19,62844,63607,62225,62367,2291200,62367,-477,-477
2569,2011-05-20,62370,63043,62086,62597,2087000,62597,227,227
2570,2011-05-23,62597,62597,61659,62345,1767600,62345,-252,-252
2571,2011-05-24,62350,63415,62350,63337,2006400,63337,987,987
2572,2011-05-25,63329,63857,63025,63388,1918600,63388,59,59
2573,2011-05-26,63389,64121,63232,64099,2397000,64099,710,710
2574,2011-05-27,64101,64548,64092,64295,1672000,64295,194,194
2575,2011-05-30,64295,64460,63915,63954,629000,63954,-341,-341
2576,2011-05-31,63961,64620,63932,64620,2428400,64620,659,659
2577,2011-06-01,64616,64674,63401,63411,2158200,63411,-1205,-1205
2578,2011-06-02,63411,64218,63277,64218,2135600,64218,807,807
2579,2011-06-03,64216,64979,63628,64341,2155800,64341,125,125
2580,2011-06-06,64341,64512,62960,63068,1822400,63068,-1273,-1273
2581,2011-06-07,63072,63784,63072,63218,2089600,63218,146,146
2582,2011-06-08,63204,63354,62709,63033,1805800,63033,-171,-171
2583,2011-06-09,63037,63773,62872,63469,1946800,63469,432,432
2584,2011-06-10,63470,63478,62495,62697,1688200,62697,-773,-773
2585,2011-06-13,62701,62968,62022,62023,1397200,62023,-678,-678
2586,2011-06-14,62023,62697,62023,62205,1762400,62205,182,182
2587,2011-06-15,62198,62198,61448,61604,2668000,61604,-594,-594
2588,2011-06-16,61602,62040,60489,60881,1991000,60881,-721,-721
2589,2011-06-17,60883,61268,60566,61060,1974600,61060,177,177
2590,2011-06-20,61059,61571,60784,61168,2019800,61168,109,109
2591,2011-06-21,61188,61543,61179,61424,1696600,61424,236,236
2592,2011-06-22,61420,61859,61194,61194,1863400,61194,-226,-226
2593,2011-06-24,61192,61459,60921,61017,1449000,61017,-175,-175
2594,2011-06-27,61017,61456,60772,61217,1634000,61217,200,200
2595,2011-06-28,61216,62309,61216,62303,1796400,62303,1087,1087
2596,2011-06-29,62303,62625,62033,62334,1873400,62334,31,31
2597,2011-06-30,62337,62574,61959,62404,1814000,62404,67,67
2598,2011-07-01,62404,63455,62148,63394,2376200,63394,990,990
2599,2011-07-04,63397,63891,63314,63891,1000400,63891,494,494
2600,2011-07-05,63886,63886,63030,63039,1937800,63039,-847,-847
2601,2011-07-06,63039,63039,62391,62565,1612600,62565,-474,-474
2602,2011-07-07,62573,63206,62207,62207,1865000,62207,-366,-366
2603,2011-07-08,62207,62207,61366,61513,1670600,61513,-694,-694
2604,2011-07-11,61502,61502,60098,60224,1773200,60224,-1278,-1278
2605,2011-07-12,60220,60516,59705,59705,1946200,59705,-515,-515
2606,2011-07-13,59718,60847,59718,60670,2284200,60670,952,952
2607,2011-07-14,60673,60685,59452,59679,2363400,59679,-994,-994
2608,2011-07-15,59679,60104,59180,59478,1960200,59478,-201,-201
2609,2011-07-18,59479,59479,58631,58838,1956400,58838,-641,-641
2610,2011-07-19,58838,59394,58677,59082,1888000,59082,244,244
2611,2011-07-20,59094,59552,59045,59120,1946000,59120,26,26
2612,2011-07-21,59120,60441,59120,60263,2159600,60263,1143,1143
2613,2011-07-22,60263,60696,60077,60270,1809600,60270,7,7
2614,2011-07-25,60264,60285,59640,59971,1772400,59971,-293,-293
2615,2011-07-26,59972,60204,59261,59340,2174800,59340,-632,-632
2616,2011-07-27,59336,59336,58169,58288,2619000,58288,-1048,-1048
2617,2011-07-28,58297,59167,58290,58708,2234000,58708,411,411
2618,2011-07-29,58703,58952,58009,58823,2366400,58823,120,120
2619,2011-08-01,58823,59542,58168,58536,2109400,58536,-287,-287
2620,2011-08-02,58526,58673,57259,57311,2696200,57311,-1215,-1215
2621,2011-08-03,57318,57352,55249,56017,3491800,56017,-1301,-1301
2622,2011-08-04,55999,55999,52629,52811,4455400,52811,-3188,-3188
2623,2011-08-05,52811,53866,51153,52949,4320600,52949,138,138
2624,2011-08-08,52938,52938,47793,48668,4894600,48668,-4270,-4270
2625,2011-08-09,48671,51151,48666,51151,5268200,51151,2480,2480
2626,2011-08-10,51151,52164,49947,51395,4358800,51395,244,244
2627,2011-08-11,51398,53724,51398,53343,4066000,53343,1945,1945
2628,2011-08-12,53344,53643,52650,53473,3269800,53473,129,129
2629,2011-08-15,53478,54968,53474,54652,2540600,54652,1174,1174
2630,2011-08-16,54651,54651,53539,54324,2464600,54324,-327,-327
2631,2011-08-17,54324,55073,53828,55073,3160600,55073,749,749
2632,2011-08-18,55037,55037,52246,53134,3120400,53134,-1903,-1903
2633,2011-08-19,53135,53601,52336,52448,2577200,52448,-687,-687
2634,2011-08-22,52472,53552,52397,52440,2140800,52440,-32,-32
2635,2011-08-23,52440,53787,51853,53787,2679000,53787,1347,1347
2636,2011-08-24,53787,54279,52993,53796,2492200,53796,9,9
2637,2011-08-25,53796,54155,52677,52953,2381200,52953,-843,-843
2638,2011-08-26,52955,53598,51971,53351,2223000,53351,396,396
2639,2011-08-29,53356,55027,53356,54861,2293800,54861,1505,1505
2640,2011-08-30,54861,55768,54425,55385,2343400,55385,524,524
2641,2011-08-31,55399,56495,55399,56495,2940000,56495,1096,1096
2642,2011-09-01,56498,58589,56498,58118,4013600,58118,1620,1620
2643,2011-09-02,58114,58114,56302,56532,3147400,56532,-1582,-1582
2644,2011-09-05,56521,56521,54818,54998,1609000,54998,-1523,-1523
2645,2011-09-06,54998,56676,54121,56607,2846800,56607,1609,1609
2646,2011-09-08,56609,58242,56609,57624,2757000,57624,1015,1015
2647,2011-09-09,57614,57614,55528,55778,2481800,55778,-1836,-1836
2648,2011-09-12,55773,55792,54310,55685,2376200,55685,-88,-88
2649,2011-09-13,55690,56336,55166,55544,2099400,55544,-146,-146
2650,2011-09-14,55544,56776,55090,56286,2836200,56286,742,742
2651,2011-09-15,56287,57161,56196,56381,2136800,56381,94,94
2652,2011-09-16,56381,57210,56257,57210,1970000,57210,829,829
2653,2011-09-19,57208,57208,56060,57103,2328200,57103,-105,-105
2654,2011-09-20,57105,57620,56379,56379,2677000,56379,-726,-726
2655,2011-09-21,56381,57600,55915,55982,2777000,55982,-399,-399
2656,2011-09-22,55981,55981,52706,53280,3603600,53280,-2701,-2701
2657,2011-09-23,53273,53855,52754,53230,2689200,53230,-43,-43
2658,2011-09-26,53243,53873,52399,53748,2143200,53748,505,505
2659,2011-09-27,53751,54992,53751,53920,2454200,53920,169,169
2660,2011-09-28,53921,54796,53258,53270,2340800,53270,-651,-651
2661,2011-09-29,53276,54207,52849,53385,2304800,53385,109,109
2662,2011-09-30,53385,53385,51897,52324,3072600,52324,-1061,-1061
2663,2011-10-03,52319,52319,50792,50792,3112400,50792,-1527,-1527
2664,2011-10-04,50790,50790,49433,50686,4038800,50686,-104,-104
2665,2011-10-05,50683,51199,50209,51014,2830400,51014,331,331
2666,2011-10-06,51016,52729,51016,52290,3145600,52290,1274,1274
2667,2011-10-07,52290,52891,50902,51244,2627200,51244,-1046,-1046
2668,2011-10-10,51244,53294,51244,53273,2180600,53273,2029,2029
2669,2011-10-11,53271,54113,52820,53838,2845400,53838,567,567
2670,2011-10-13,53836,54751,53308,54601,3574200,54601,765,765
2671,2011-10-14,54603,55179,54447,55030,2323200,55030,427,427
2672,2011-10-17,55021,55021,53536,53911,2366200,53911,-1110,-1110
2673,2011-10-18,53915,55225,53188,55032,2540000,55032,1117,1117
2674,2011-10-19,55037,55244,54483,54966,2430800,54966,-71,-71
2675,2011-10-20,54953,54953,53610,54010,2282800,54010,-943,-943
2676,2011-10-21,54014,55504,54014,55255,2151200,55255,1241,1241
2677,2011-10-24,55259,57226,55259,56892,2656000,56892,1633,1633
2678,2011-10-25,56885,56885,55770,56286,2262800,56286,-599,-599
2679,2011-10-26,56306,57334,56249,57144,2172400,57144,838,838
2680,2011-10-27,57146,59901,57146,59270,3665800,59270,2124,2124
2681,2011-10-28,59270,59668,58760,59513,2388000,59513,243,243
2682,2011-10-31,59513,59513,58094,58338,2258000,58338,-1175,-1175
2683,2011-11-01,58300,58300,56099,57323,2827600,57323,-977,-977
2684,2011-11-03,57327,58481,57327,58196,2445800,58196,869,869
2685,2011-11-04,58186,58804,57547,58670,1946600,58670,484,484
2686,2011-11-07,58670,59440,58645,59199,1869400,59199,529,529
2687,2011-11-08,59205,59616,58505,59026,1934000,59026,-179,-179
2688,2011-11-09,59011,59011,57201,57550,2623000,57550,-1461,-1461
2689,2011-11-10,57561,58314,57294,57322,1959000,57322,-239,-239
2690,2011-11-11,57325,58747,57325,58547,2136400,58547,1222,1222
2691,2011-11-14,58539,58717,58013,58258,1791000,58258,-281,-281
2692,2011-11-16,58256,58877,57784,58560,2703800,58560,304,304
2693,2011-11-17,58550,58555,56663,56989,3054600,56989,-1561,-1561
2694,2011-11-18,56989,57477,56418,56731,2297200,56731,-258,-258
2695,2011-11-21,56722,56722,55505,56285,2894800,56285,-437,-437
2696,2011-11-22,56290,56570,55609,55878,2681600,55878,-412,-412
2697,2011-11-23,55879,55879,54813,54972,2429400,54972,-907,-907
2698,2011-11-24,54978,55519,54537,55280,1410200,55280,302,302
2699,2011-11-25,55271,55610,54742,54894,1815000,54894,-377,-377
2700,2011-11-28,54899,56444,54899,56017,2271000,56017,1118,1118
2701,2011-11-29,56028,56364,55300,55300,2822000,55300,-728,-728
2702,2011-11-30,55307,57592,55307,56875,4893000,56875,1568,1568
2703,2011-12-01,56876,58302,56876,58143,3297000,58143,1267,1267
2704,2011-12-02,58147,58980,57618,57886,2985600,57886,-261,-261
2705,2011-12-05,57894,59245,57894,58910,2535200,58910,1016,1016
2706,2011-12-06,58910,59576,58497,59536,2178000,59536,626,626
2707,2011-12-07,59534,59535,58581,58663,2171800,58663,-871,-871
2708,2011-12-08,58664,59217,57260,57455,2720800,57455,-1209,-1209
2709,2011-12-09,57455,58540,57455,58236,1946400,58236,781,781
2710,2011-12-12,58235,58235,56839,57347,2502200,57347,-888,-888
2711,2011-12-13,57355,58153,57333,57495,2901200,57495,140,140
2712,2011-12-14,57495,57495,56647,56647,4140400,56647,-848,-848
2713,2011-12-15,56647,57332,56232,56331,2605800,56331,-316,-316
2714,2011-12-16,56334,56823,56087,56097,2440000,56097,-237,-237
2715,2011-12-19,56100,56376,55298,55298,2833400,55298,-802,-802
2716,2011-12-20,55301,56865,55301,56865,3233000,56865,1564,1564
2717,2011-12-21,56865,56865,56046,56653,2264400,56653,-212,-212
2718,2011-12-22,56656,57459,56557,57348,2289000,57348,692,692
2719,2011-12-23,57348,57792,57348,57701,1767200,57701,353,353
2720,2011-12-26,57702,57856,57669,57669,0,57669,-33,-33
2721,2011-12-27,57666,58111,57611,58005,1616600,58005,339,339
2722,2011-12-28,58006,58010,56447,56534,1612000,56534,-1472,-1472
2723,2011-12-29,56534,56945,56313,56754,2779200,56754,220,220
2724,2012-01-02,56755,57993,56649,57829,2614600,57829,1074,1074
2725,2012-01-03,57836,59288,57836,59265,3083000,59265,1429,1429
2726,2012-01-04,59263,59519,58558,59365,2252000,59365,102,102
2727,2012-01-05,59354,59354,57963,58546,2351200,58546,-808,-808
2728,2012-01-06,58565,59261,58355,58600,1659200,58600,35,35
