,Data,Open,High,Low,Close,Volume,Ajustado,Retornos,Retornos Ajustados
1253,2006-01-17,36534,36534,35817,36119,0,36119,-415,-415
1254,2006-01-18,36115,36115,35380,35805,0,35805,-310,-310
1255,2006-01-19,35813,36979,35813,36858,0,36858,1045,1045
1256,2006-01-20,36857,36938,36432,36695,0,36695,-162,-162
1257,2006-01-23,36687,36771,36213,36632,0,36632,-55,-55
1258,2006-01-24,36632,37428,36632,37400,0,37400,768,768
1259,2006-01-26,37402,38031,37402,38014,0,38014,612,612
1260,2006-01-27,38018,38804,37688,37822,0,37822,-196,-196
1261,2006-01-30,37824,38276,37501,38242,0,38242,418,418
1262,2006-01-31,38243,38456,37630,38383,0,38383,140,140
1263,2006-02-01,38382,38500,37886,38485,0,38485,103,103
1264,2006-02-02,38482,38508,37237,37304,0,37304,-1178,-1178
1265,2006-02-03,37304,37609,36526,37262,0,37262,-42,-42
1266,2006-02-06,37262,37776,37229,37321,0,37321,59,59
1267,2006-02-07,37320,37376,36556,36562,0,36562,-758,-758
1268,2006-02-08,36553,36784,36183,36499,0,36499,-54,-54
1269,2006-02-09,36501,37177,36501,36882,0,36882,381,381
1270,2006-02-10,36886,37813,36633,36975,0,36975,89,89
1271,2006-02-13,36975,37076,36114,36114,0,36114,-861,-861
1272,2006-02-14,36117,36734,35891,36627,0,36627,510,510
1273,2006-02-15,36629,37447,36422,37239,0,37239,610,610
1274,2006-02-16,37245,38268,37245,38256,0,38256,1011,1011
1275,2006-02-17,38256,38642,38256,38422,0,38422,166,166
1276,2006-02-20,38418,38678,38032,38539,0,38539,121,121
1277,2006-02-21,38541,38978,38166,38166,0,38166,-375,-375
1278,2006-02-22,38166,38633,38056,38246,0,38246,80,80
1279,2006-02-23,38242,38522,37747,38405,0,38405,163,163
1280,2006-02-24,38406,38610,38337,38610,0,38610,204,204
1281,2006-03-01,38610,39203,38533,39178,0,39178,568,568
1282,2006-03-02,39182,39367,38989,39126,0,39126,-56,-56
1283,2006-03-03,39129,39356,38716,39240,0,39240,111,111
1284,2006-03-06,39241,39395,38348,38354,0,38354,-887,-887
1285,2006-03-07,38350,38350,37130,37423,0,37423,-927,-927
1286,2006-03-08,37421,37421,36446,37289,0,37289,-132,-132
1287,2006-03-09,37289,37739,36085,36312,0,36312,-977,-977
1288,2006-03-10,36328,37161,36218,36891,0,36891,563,563
1289,2006-03-13,36891,37259,36513,36793,0,36793,-98,-98
1290,2006-03-14,36789,37541,36417,37541,0,37541,752,752
1291,2006-03-15,37546,38341,37543,38244,0,38244,698,698
1292,2006-03-16,38245,38578,37962,38157,0,38157,-88,-88
1293,2006-03-17,38159,38268,37769,38049,0,38049,-110,-110
1294,2006-03-20,38049,38500,37978,38204,0,38204,155,155
1295,2006-03-21,38204,38204,37351,37398,0,37398,-806,-806
1296,2006-03-22,37398,37851,37156,37851,0,37851,453,453
1297,2006-03-23,37850,38128,37207,37474,0,37474,-376,-376
1298,2006-03-24,37473,37775,37301,37577,0,37577,104,104
1299,2006-03-27,37577,37893,37153,37641,0,37641,64,64
1300,2006-03-28,37640,37731,36682,36682,0,36682,-958,-958
1301,2006-03-29,36684,37492,36684,37492,0,37492,808,808
1302,2006-03-30,37493,38089,37469,37777,0,37777,284,284
1303,2006-03-31,37783,38016,37619,37952,0,37952,169,169
1304,2006-04-03,37952,38851,37952,38717,0,38717,765,765
1305,2006-04-04,38718,39086,38606,38802,0,38802,84,84
1306,2006-04-05,38803,39054,38475,39053,0,39053,250,250
1307,2006-04-06,39053,39310,38700,39285,0,39285,232,232
1308,2006-04-07,39285,39397,38630,38926,0,38926,-359,-359
1309,2006-04-10,38927,38927,38239,38475,0,38475,-452,-452
1310,2006-04-11,38478,38885,37823,37901,0,37901,-577,-577
1311,2006-04-12,37901,38448,37816,38427,0,38427,526,526
1312,2006-04-13,38426,38479,37984,38082,0,38082,-344,-344
1313,2006-04-17,38086,38698,38086,38462,0,38462,376,376
1314,2006-04-18,38466,39584,38466,39572,0,39572,1106,1106
1315,2006-04-19,39581,40026,39492,39938,0,39938,357,357
1316,2006-04-20,39941,40278,39435,39775,0,39775,-166,-166
1317,2006-04-24,39775,40089,39616,39751,0,39751,-24,-24
1318,2006-04-25,39753,39953,39577,39738,0,39738,-15,-15
1319,2006-04-26,39739,40422,39739,40410,0,40410,671,671
1320,2006-04-27,40410,40410,39631,39751,0,39751,-659,-659
1321,2006-04-28,39752,40425,39752,40363,0,40363,611,611
1322,2006-05-02,40365,41017,40277,41017,0,41017,652,652
1323,2006-05-03,41016,41068,40574,40920,0,40920,-96,-96
1324,2006-05-04,40926,41258,40894,40976,0,40976,50,50
1325,2006-05-05,40976,41449,40976,41417,0,41417,441,441
1326,2006-05-08,41417,41693,41095,41515,0,41515,98,98
1327,2006-05-09,41505,42016,41446,41979,0,41979,474,474
1328,2006-05-10,41981,41985,41418,41752,0,41752,-229,-229
1329,2006-05-11,41758,42062,40777,40847,0,40847,-911,-911
1330,2006-05-12,40847,40862,40121,40223,0,40223,-624,-624
1331,2006-05-15,39688,40209,38871,39271,0,39271,-417,-417
1332,2006-05-16,39271,39953,38923,39416,0,39416,145,145
1333,2006-05-17,39411,39411,38099,38291,0,38291,-1120,-1120
1334,2006-05-18,38290,38591,37807,37807,0,37807,-483,-483
1335,2006-05-19,37820,38465,37325,37733,0,37733,-87,-87
1336,2006-05-22,37732,37732,35664,36497,0,36497,-1235,-1235
1337,2006-05-23,36498,37567,36099,36110,0,36110,-388,-388
1338,2006-05-24,36104,36341,34911,35792,0,35792,-312,-312
1339,2006-05-25,35794,37569,35794,37569,0,37569,1775,1775
1340,2006-05-26,37574,38510,37574,38506,0,38506,932,932
1341,2006-05-29,38634,38734,38055,38145,0,38145,-489,-489
1342,2006-05-30,38149,38149,36413,36413,0,36413,-1736,-1736
1343,2006-05-31,36414,37216,36362,36530,0,36530,116,116
1344,2006-06-01,36531,37748,36502,37748,0,37748,1217,1217
1345,2006-06-02,37750,38437,37411,37942,0,37942,192,192
1346,2006-06-05,37939,37976,36670,36740,0,36740,-1199,-1199
1347,2006-06-06,36740,36740,35673,36558,0,36558,-182,-182
1348,2006-06-07,36559,36771,35262,35264,0,35264,-1295,-1295
1349,2006-06-08,35262,35608,34360,35438,0,35438,176,176
1350,2006-06-09,35438,36181,35075,35075,0,35075,-363,-363
1351,2006-06-12,35083,35266,33537,33555,0,33555,-1528,-1528
1352,2006-06-13,33535,33582,32824,32848,0,32848,-687,-687
1353,2006-06-14,32848,33474,32057,32941,0,32941,93,93
1354,2006-06-16,32942,34543,32942,34399,0,34399,1457,1457
1355,2006-06-19,34407,34669,33549,33897,0,33897,-510,-510
1356,2006-06-20,33897,34156,33568,33632,0,33632,-265,-265
1357,2006-06-21,33632,34601,33216,34547,0,34547,915,915
1358,2006-06-22,34544,34714,34226,34317,0,34317,-227,-227
1359,2006-06-23,34314,34864,33880,34661,0,34661,347,347
1360,2006-06-26,34663,34875,34584,34631,0,34631,-32,-32
1361,2006-06-27,34631,35015,34368,34376,0,34376,-255,-255
1362,2006-06-28,34374,34837,34349,34835,0,34835,461,461
1363,2006-06-29,34835,36487,34835,36487,0,36487,1652,1652
1364,2006-06-30,36487,37036,36359,36631,0,36631,144,144
1365,2006-07-03,36629,37402,36534,37357,0,37357,728,728
1366,2006-07-04,37358,37601,37188,37367,0,37367,9,9
1367,2006-07-05,37366,37366,36304,36378,0,36378,-988,-988
1368,2006-07-06,36380,36993,36380,36533,0,36533,153,153
1369,2006-07-07,36541,36796,35850,36102,0,36102,-439,-439
1370,2006-07-10,36107,36427,35863,36141,0,36141,34,34
1371,2006-07-11,36137,36581,35590,36554,0,36554,417,417
1372,2006-07-12,36555,36747,36189,36230,0,36230,-325,-325
1373,2006-07-13,36221,36221,35344,35354,0,35354,-867,-867
1374,2006-07-14,35353,35651,35001,35350,0,35350,-3,-3
1375,2006-07-17,35344,35469,34814,34866,0,34866,-478,-478
1376,2006-07-18,34871,35311,34591,35130,0,35130,259,259
1377,2006-07-19,35136,36785,35136,36785,0,36785,1649,1649
1378,2006-07-20,36786,37043,35847,35847,0,35847,-939,-939
1379,2006-07-21,35847,36144,35307,35510,0,35510,-337,-337
1380,2006-07-24,35525,36283,35525,36224,0,36224,699,699
1381,2006-07-25,36223,36709,36011,36681,0,36681,458,458
1382,2006-07-26,36681,36951,36475,36594,0,36594,-87,-87
1383,2006-07-27,36595,37112,36593,36888,0,36888,293,293
1384,2006-07-28,36886,37522,36841,37381,0,37381,495,495
1385,2006-07-31,37381,37399,37077,37077,0,37077,-304,-304
1386,2006-08-01,37077,37084,36536,36839,0,36839,-238,-238
1387,2006-08-02,36843,37481,36834,37288,0,37288,445,445
1388,2006-08-03,37288,37688,36893,37451,0,37451,163,163
1389,2006-08-04,37462,38172,37462,37848,0,37848,386,386
1390,2006-08-07,37845,37879,37518,37698,0,37698,-147,-147
1391,2006-08-08,37699,38081,37532,37600,0,37600,-99,-99
1392,2006-08-09,37602,38086,37180,37255,0,37255,-347,-347
1393,2006-08-10,37255,37423,36929,37354,0,37354,99,99
1394,2006-08-11,37354,37502,36886,36944,0,36944,-410,-410
1395,2006-08-14,36950,37184,36490,36557,0,36557,-393,-393
1396,2006-08-15,36559,37417,36559,37296,0,37296,737,737
1397,2006-08-16,37296,37697,37210,37678,0,37678,382,382
1398,2006-08-17,37451,38022,37402,37559,0,37559,108,108
1399,2006-08-18,37559,37589,37178,37552,0,37552,-7,-7
1400,2006-08-21,37550,37550,37139,37161,0,37161,-389,-389
1401,2006-08-22,37161,37255,36511,36678,0,36678,-483,-483
1402,2006-08-23,36675,36690,35512,35512,0,35512,-1163,-1163
1403,2006-08-24,35514,35872,35123,35797,0,35797,283,283
1404,2006-08-25,35795,36128,35586,35958,0,35958,163,163
1405,2006-08-28,35958,36389,35649,36375,0,36375,417,417
1406,2006-08-29,36384,36617,36013,36304,0,36304,-80,-80
1407,2006-08-30,36303,36520,36125,36313,144235600,36313,10,10
1408,2006-08-31,36313,36606,36013,36232,0,36232,-81,-81
1409,2006-09-01,36232,37329,36232,37329,98953400,37329,1097,1097
1410,2006-09-04,37330,37739,37287,37693,83711000,37693,363,363
1411,2006-09-05,37693,37693,37271,37368,104148400,37368,-325,-325
1412,2006-09-06,37368,37368,36710,36710,99016400,36710,-658,-658
1413,2006-09-08,36705,36725,36495,36558,80359000,36558,-147,-147
1414,2006-09-11,36561,36561,35666,35772,158480500,35772,-789,-789
1415,2006-09-12,35777,36147,35626,36147,127765600,36147,370,370
1416,2006-09-13,36147,36726,36034,36550,142775800,36550,403,403
1417,2006-09-14,36548,36680,36087,36154,91091800,36154,-394,-394
1418,2006-09-15,36154,36469,35878,36170,81902200,36170,16,16
1419,2006-09-18,36168,36670,36134,36483,68704200,36483,315,315
1420,2006-09-19,36477,36487,35555,35886,115664900,35886,-591,-591
1421,2006-09-20,35889,36069,34928,35197,153831600,35197,-692,-692
1422,2006-09-21,35199,35332,34624,34830,198934000,34830,-369,-369
1423,2006-09-22,34829,34897,34397,34799,131281600,34799,-30,-30
1424,2006-09-25,34803,35054,34127,34973,126964700,34973,170,170
1425,2006-09-26,34972,35827,34972,35819,121505000,35819,847,847
1426,2006-09-27,35817,36114,35611,36106,152445400,36106,289,289
1427,2006-09-28,36105,36487,36031,36486,124881800,36486,381,381
1428,2006-09-29,36486,36570,36261,36449,128959000,36449,-37,-37
1429,2006-10-02,36450,37317,36450,37058,149989200,37058,608,608
1430,2006-10-03,37057,37057,36438,36438,121786200,36438,-619,-619
1431,2006-10-04,36441,37780,36441,37749,201054100,37749,1308,1308
1432,2006-10-05,37750,38205,37624,37977,147085300,37977,227,227
1433,2006-10-06,37976,37976,37493,37940,88616400,37940,-36,-36
1434,2006-10-09,37930,38626,37736,38406,111501800,38406,476,476
1435,2006-10-10,38411,38778,38407,38655,119440600,38655,244,244
1436,2006-10-11,38652,38652,38091,38322,87991000,38322,-330,-330
1437,2006-10-13,38328,39177,38328,38850,112580700,38850,522,522
1438,2006-10-16,38852,39261,38672,39229,110698100,39229,377,377
1439,2006-10-17,39226,39226,38672,38898,88848400,38898,-328,-328
1440,2006-10-18,38898,39446,38557,38686,208399200,38686,-212,-212
1441,2006-10-19,38595,38940,38561,38920,0,38920,325,325
1442,2006-10-20,38919,38958,38440,38643,71733800,38643,-276,-276
1443,2006-10-23,38643,39227,38273,39227,101060500,39227,584,584
1444,2006-10-24,39227,39552,39091,39499,74334200,39499,272,272
1445,2006-10-25,39499,39721,39341,39563,122633500,39563,64,64
1446,2006-10-26,39563,39843,39365,39645,98565000,39645,82,82
1447,2006-10-27,39640,39746,39293,39328,115174800,39328,-312,-312
1448,2006-10-30,39327,39340,38681,38900,94526000,38900,-427,-427
1449,2006-10-31,38900,39263,38880,39263,166833700,39263,363,363
1450,2006-11-01,39279,40104,39279,39930,151358200,39930,651,651
1451,2006-11-03,39930,40482,39924,40435,160846800,40435,505,505
1452,2006-11-06,40437,41256,40437,41247,171533400,41247,810,810
1453,2006-11-07,41247,41402,40863,41048,129699300,41048,-199,-199
1454,2006-11-08,41042,41345,40624,41334,142110100,41334,292,292
1455,2006-11-09,41334,41813,40657,40815,140119600,40815,-519,-519
1456,2006-11-10,40815,40942,40322,40720,163280500,40720,-95,-95
1457,2006-11-13,40724,40724,40038,40606,116856500,40606,-118,-118
1458,2006-11-14,40607,41342,40607,41291,141768700,41291,684,684
1459,2006-11-16,41296,41781,41153,41162,157412900,41162,-134,-134
1460,2006-11-17,41164,41164,40482,41029,0,41029,-135,-135
1461,2006-11-21,41029,41570,40986,41570,118526800,41570,541,541
1462,2006-11-22,41579,41951,41308,41913,109892600,41913,334,334
1463,2006-11-23,41913,42308,41913,42070,91746800,42070,157,157
1464,2006-11-24,42071,42071,41468,41758,92538600,41758,-313,-313
1465,2006-11-27,41758,41758,40722,40915,0,40915,-843,-843
1466,2006-11-28,40915,41083,40428,41043,0,41043,128,128
1467,2006-11-29,41041,41988,41041,41970,146202300,41970,929,929
1468,2006-11-30,41971,42175,41497,41932,141201400,41932,-39,-39
1469,2006-12-01,41930,42095,41192,41327,84178800,41327,-603,-603
1470,2006-12-04,41329,42660,41282,42654,86575800,42654,1325,1325
1471,2006-12-05,42652,43261,42636,43157,97888000,43157,505,505
1472,2006-12-06,43158,43422,42831,43096,87843400,43096,-62,-62
1473,2006-12-07,43097,43506,42758,42909,81579600,42909,-188,-188
1474,2006-12-08,42910,43303,42818,42978,66396000,42978,68,68
1475,2006-12-11,42968,43432,42968,43297,99182800,43297,329,329
1476,2006-12-12,43297,43297,42794,43018,94209200,43018,-279,-279
1477,2006-12-13,43026,43394,42783,43285,194334000,43285,259,259
1478,2006-12-14,43291,43797,43291,43755,155097100,43755,464,464
1479,2006-12-15,43755,44263,43447,43596,140263800,43596,-159,-159
1480,2006-12-18,43596,44048,43400,43509,138330400,43509,-87,-87
1481,2006-12-19,43038,43590,42891,43590,0,43590,552,552
1482,2006-12-20,43592,43946,43379,43502,111485500,43502,-90,-90
1483,2006-12-21,43505,43689,43100,43385,80744600,43385,-120,-120
1484,2006-12-22,43385,43602,43125,43356,65730800,43356,-29,-29
1485,2006-12-26,43356,43611,43356,43603,47331000,43603,247,247
1486,2006-12-27,43602,44526,43602,44526,101324300,44526,924,924
1487,2006-12-28,44526,44675,44373,44474,113108900,44474,-52,-52
1488,2007-01-02,44476,45388,44476,45383,75560200,45383,907,907
1489,2007-01-03,45379,45379,44284,44445,122372800,44445,-934,-934
1490,2007-01-04,44442,44442,43623,44020,86577000,44020,-422,-422
1491,2007-01-05,44019,44081,42160,42245,164055000,42245,-1774,-1774
1492,2007-01-08,42249,42926,42144,42830,114007100,42830,581,581
1493,2007-01-09,42831,43001,41438,42007,112991900,42007,-824,-824
1494,2007-01-10,42001,42336,41266,42336,110755900,42336,335,335
1495,2007-01-11,42336,43128,41940,42670,84165800,42670,334,334
1496,2007-01-12,42669,43188,42526,43095,96842400,43095,426,426
1497,2007-01-15,43095,43473,42875,42919,45027800,42919,-176,-176
1498,2007-01-16,42916,42916,42415,42624,93088400,42624,-292,-292
1499,2007-01-17,42626,42930,42252,42735,73003000,42735,109,109
1500,2007-01-18,42741,43402,42407,42478,97203200,42478,-263,-263
1501,2007-01-19,42477,43428,42477,43428,0,43428,951,951
1502,2007-01-22,43431,43879,43183,43553,70802000,43553,122,122
1503,2007-01-23,43549,44243,43432,44177,109921200,44177,628,628
1504,2007-01-24,44177,44808,44041,44687,114652200,44687,510,510
1505,2007-01-26,44687,44687,43870,44412,102456700,44412,-275,-275
1506,2007-01-29,44414,44435,43555,43573,95144400,43573,-841,-841
1507,2007-01-30,43573,44065,43508,44044,110700200,44044,471,471
1508,2007-01-31,44046,44643,43824,44642,131510700,44642,596,596
1509,2007-02-01,44642,45212,44642,44815,120498200,44815,173,173
1510,2007-02-02,44815,45204,44597,44998,106514300,44998,183,183
1511,2007-02-05,44999,45286,44851,45286,79481200,45286,287,287
1512,2007-02-06,45287,45486,45038,45352,109404000,45352,65,65
1513,2007-02-07,45352,45425,44488,44588,114293700,44588,-764,-764
1514,2007-02-08,44585,44892,44070,44892,124663400,44892,307,307
1515,2007-02-09,44894,45050,44180,44284,133298700,44284,-610,-610
1516,2007-02-12,44286,44464,43850,43935,94842200,43935,-351,-351
1517,2007-02-13,43932,45197,43932,45197,116712300,45197,1265,1265
1518,2007-02-14,45198,46106,45198,45996,232265300,45996,798,798
1519,2007-02-15,45996,46178,45734,45955,140012600,45955,-41,-41
1520,2007-02-16,45955,45966,45614,45849,107391100,45849,-106,-106
1521,2007-02-21,45849,46095,45558,46090,73069000,46090,241,241
1522,2007-02-22,46097,46752,46097,46452,121582000,46452,355,355
1523,2007-02-23,46452,46517,45813,46016,76534200,46016,-436,-436
1524,2007-02-26,46021,46450,45885,46207,94900800,46207,186,186
1525,2007-02-27,46190,46190,42571,43145,189354000,43145,-3045,-3045
1526,2007-02-28,43150,43923,43122,43892,176098100,43892,742,742
1527,2007-03-01,43886,43886,42037,43517,131228800,43517,-369,-369
1528,2007-03-02,43518,43518,42297,42370,199570400,42370,-1148,-1148
1529,2007-03-05,42370,42370,41117,41179,123682700,41179,-1191,-1191
1530,2007-03-06,41192,43218,41192,43218,119195300,43218,2026,2026
1531,2007-03-07,43224,43396,42660,42667,128354000,42667,-557,-557
1532,2007-03-08,42672,43726,42672,43466,85353800,43466,794,794
1533,2007-03-09,43466,44173,43466,44133,129008600,44133,667,667
1534,2007-03-12,44133,44406,43845,44249,116185400,44249,116,116
1535,2007-03-13,44249,44249,42724,42749,159221400,42749,-1500,-1500
1536,2007-03-14,42749,43290,42051,43288,160333800,43288,539,539
1537,2007-03-15,43289,43573,42951,43278,136954300,43278,-11,-11
1538,2007-03-16,43278,43568,42598,42730,112346700,42730,-548,-548
1539,2007-03-19,42734,43714,42734,43713,142704400,43713,979,979
1540,2007-03-20,43713,44353,43679,44351,165675100,44351,638,638
1541,2007-03-21,44350,45631,44350,45631,201404600,45631,1281,1281
1542,2007-03-22,45631,45950,45272,45424,139703500,45424,-207,-207
1543,2007-03-23,45425,45759,45168,45533,82313000,45533,108,108
1544,2007-03-26,45533,45712,44965,45645,78423800,45645,112,112
1545,2007-03-27,45646,45646,45143,45207,95099400,45207,-439,-439
1546,2007-03-28,45204,45204,44315,44484,132180500,44484,-720,-720
1547,2007-03-29,44493,45570,44493,45355,134403900,45355,862,862
1548,2007-03-30,45355,45805,45138,45805,124972500,45805,450,450
1549,2007-04-02,45805,45805,45225,45597,141629100,45597,-208,-208
1550,2007-04-03,45601,46481,45601,46288,208963000,46288,687,687
1551,2007-04-04,46290,46692,46113,46554,121560000,46554,264,264
1552,2007-04-05,46555,46767,46418,46647,113833700,46647,92,92
1553,2007-04-09,46650,47239,46650,46855,124565500,46855,205,205
1554,2007-04-10,46855,47234,46822,47174,165433200,47174,319,319
1555,2007-04-11,47173,47573,46680,46939,169053700,46939,-234,-234
1556,2007-04-12,46941,47389,46506,47347,117205600,47347,406,406
1557,2007-04-13,47347,47968,47267,47926,122908200,47926,579,579
1558,2007-04-16,47925,49022,47925,48921,155061700,48921,996,996
1559,2007-04-17,48923,49156,48631,48755,140107200,48755,-168,-168
1560,2007-04-18,48760,49339,48456,48710,190930900,48710,-50,-50
1561,2007-04-19,48705,48837,47917,48762,168338300,48762,57,57
1562,2007-04-20,48763,49459,48763,49408,155979900,49408,645,645
1563,2007-04-23,49409,49477,49097,49162,84795800,49162,-247,-247
1564,2007-04-24,49162,49259,48602,49071,85154000,49071,-91,-91
1565,2007-04-25,49072,49816,49072,49676,139457700,49676,604,604
1566,2007-04-26,49678,49856,49060,49068,130519800,49068,-610,-610
1567,2007-04-27,49067,49232,48311,49230,97450000,49230,163,163
1568,2007-04-30,49222,49482,48744,48956,155714300,48956,-266,-266
1569,2007-05-02,48955,49630,48953,49472,82439200,49472,517,517
1570,2007-05-03,49472,50318,49472,50218,61496600,50218,746,746
1571,2007-05-04,50218,50898,50218,50598,48752600,50598,380,380
1572,2007-05-07,50591,50618,50154,50282,30581600,50282,-309,-309
1573,2007-05-08,50276,50369,49526,50278,58598200,50278,2,2
1574,2007-05-09,50277,51369,50149,51300,129546400,51300,1023,1023
1575,2007-05-10,51298,51298,50205,50235,183381300,50235,-1063,-1063
1576,2007-05-11,50235,51083,50235,50902,146071500,50902,667,667
1577,2007-05-14,50910,51066,50298,50511,82391800,50511,-399,-399
1578,2007-05-15,50511,51042,50370,50518,88112800,50518,7,7
1579,2007-05-16,50518,51738,50518,51738,154949100,51738,1220,1220
1580,2007-05-17,51741,51959,51374,51631,100343900,51631,-110,-110
1581,2007-05-18,51633,52088,51499,52078,103165200,52078,445,445
1582,2007-05-21,52078,52691,52078,52423,128956500,52423,345,345
1583,2007-05-22,52424,52561,52039,52208,54601200,52208,-216,-216
1584,2007-05-23,52210,52505,51670,51813,177385300,51813,-397,-397
1585,2007-05-24,51813,51891,50214,50531,104114900,50531,-1282,-1282
1586,2007-05-25,50541,51633,50541,51618,93920400,51618,1077,1077
1587,2007-05-28,51616,52209,51616,52120,58686200,52120,504,504
1588,2007-05-29,52121,52545,51271,51713,158100700,51713,-408,-408
1589,2007-05-30,51706,52595,50607,52528,140483000,52528,822,822
1590,2007-05-31,52536,52877,52098,52268,125166600,52268,-268,-268
1591,2007-06-01,52271,53423,52271,53423,148685200,53423,1152,1152
1592,2007-06-04,53423,53423,52651,53243,90055800,53243,-180,-180
1593,2007-06-05,53245,53271,52673,53162,89869200,53162,-83,-83
1594,2007-06-06,53162,53162,51869,52049,92944800,52049,-1113,-1113
1595,2007-06-08,52045,52500,50885,52330,84325800,52330,285,285
1596,2007-06-11,52324,52952,52184,52777,81569800,52777,453,453
1597,2007-06-12,52776,52776,51643,51797,75774200,51797,-979,-979
1598,2007-06-13,51799,53226,51799,52994,175650400,52994,1195,1195
1599,2007-06-14,53011,53798,53009,53713,97862600,53713,702,702
1600,2007-06-15,53723,54726,53723,54519,123495800,54519,796,796
1601,2007-06-18,54519,55000,54355,54730,115684800,54730,211,211
1602,2007-06-19,54730,54797,54450,54644,99302200,54644,-86,-86
1603,2007-06-20,54644,55003,54029,54029,120526300,54029,-615,-615
1604,2007-06-21,54030,54844,53911,54657,103576000,54657,627,627
1605,2007-06-22,54644,54644,53952,54267,94636800,54267,-377,-377
1606,2007-06-25,54270,54605,53605,54042,84710200,54042,-228,-228
1607,2007-06-26,54045,54413,53842,53852,68430600,53852,-193,-193
1608,2007-06-27,53852,54164,53202,54143,86424600,54143,291,291
1609,2007-06-28,54154,54648,54147,54147,89190200,54147,-7,-7
1610,2007-06-29,54150,54783,53958,54392,85396000,54392,242,242
1611,2007-07-02,54396,55386,54396,55371,67223800,55371,975,975
1612,2007-07-03,55371,55783,55259,55700,33761000,55700,329,329
1613,2007-07-04,55698,56000,55598,55696,23831400,55696,-2,-2
1614,2007-07-05,55696,55932,55345,55932,54025000,55932,236,236
1615,2007-07-06,55932,56444,55932,56444,39105400,56444,512,512
1616,2007-07-10,56444,56544,55678,55883,50772400,55883,-561,-561
1617,2007-07-11,55882,56495,55628,56356,42577400,56356,474,474
1618,2007-07-12,56380,57676,56378,57613,43539800,57613,1233,1233
1619,2007-07-13,57613,57983,57327,57644,49967000,57644,31,31
1620,2007-07-16,57644,57666,57035,57374,51594200,57374,-270,-270
1621,2007-07-17,57376,57799,57307,57660,0,57660,284,284
1622,2007-07-18,57660,57660,56903,57556,0,57556,-104,-104
1623,2007-07-19,57556,58293,57556,58125,0,58125,569,569
1624,2007-07-20,58125,58125,57103,57443,36497000,57443,-682,-682
1625,2007-07-23,57443,58070,57443,58037,40731200,58037,594,594
1626,2007-07-24,58036,58057,55165,55795,61823000,55795,-2241,-2241
1627,2007-07-25,55797,56409,54520,56001,79978200,56001,204,204
1628,2007-07-26,55998,55998,52627,53893,80241800,53893,-2105,-2105
1629,2007-07-27,53893,54407,52922,52922,64166800,52922,-971,-971
1630,2007-07-30,52925,54790,52925,54573,46189400,54573,1648,1648
1631,2007-07-31,54602,55662,54169,54183,60286200,54183,-419,-419
1632,2007-08-01,54170,54234,53036,54234,60579400,54234,64,64
1633,2007-08-02,54245,54959,54202,54691,46542600,54691,446,446
1634,2007-08-03,54697,54725,52575,52846,83125000,52846,-1851,-1851
1635,2007-08-06,52846,53207,51317,53091,81613200,53091,245,245
1636,2007-08-07,53092,54113,52746,53802,37271000,53802,710,710
1637,2007-08-08,53804,55616,53804,55241,64404600,55241,1437,1437
1638,2007-08-09,55213,55213,53324,53431,50735200,53431,-1782,-1782
1639,2007-08-10,53431,53431,51682,52638,58812200,52638,-793,-793
1640,2007-08-13,52647,53670,52202,52434,48389000,52434,-213,-213
1641,2007-08-14,52434,52945,50912,50912,49403000,50912,-1522,-1522
1642,2007-08-15,50912,51286,49106,49285,108086200,49285,-1627,-1627
1643,2007-08-16,49281,49281,44938,48016,94943000,48016,-1265,-1265
1644,2007-08-17,48026,49588,46877,48559,69136800,48559,533,533
1645,2007-08-20,48561,49574,48561,49206,40150000,49206,645,645
1646,2007-08-21,49208,50064,48739,49815,25605200,49815,607,607
1647,2007-08-22,49815,51749,49815,51745,26165200,51745,1930,1930
1648,2007-08-23,51745,52351,51082,51848,18680600,51848,103,103
1649,2007-08-24,51845,52998,51390,52998,48704200,52998,1153,1153
1650,2007-08-27,52995,53396,52502,53078,23481800,53078,83,83
1651,2007-08-28,53072,53072,51390,51645,20718200,51645,-1427,-1427
1652,2007-08-29,51648,52810,51647,52735,20048400,52735,1087,1087
1653,2007-08-30,52728,53645,52223,52858,28670400,52858,130,130
1654,2007-08-31,52874,54715,52874,54637,46496600,54637,1763,1763
1655,2007-09-03,54641,54998,54519,54833,5239000,54833,192,192
1656,2007-09-04,54834,55566,54588,55250,9577600,55250,416,416
1657,2007-09-05,55243,55243,54156,54408,2828400,54408,-835,-835
1658,2007-09-06,54413,55094,54413,54569,5897800,54569,156,156
1659,2007-09-10,54554,54554,52321,52653,4085000,52653,-1901,-1901
1660,2007-09-11,52660,53954,52660,53921,4894200,53921,1261,1261
1661,2007-09-12,53922,54622,53718,53883,5599000,53883,-39,-39
1662,2007-09-13,53883,55087,53883,54908,3627600,54908,1025,1025
1663,2007-09-14,54909,55465,54378,54671,5843200,54671,-238,-238
1664,2007-09-17,54671,54733,53691,54341,4175800,54341,-330,-330
1665,2007-09-18,54351,56844,54351,56666,7547200,56666,2315,2315
1666,2007-09-19,56675,58079,56675,57264,7791400,57264,589,589
1667,2007-09-20,57263,57609,56607,56906,4655000,56906,-357,-357
1668,2007-09-21,56919,57899,56919,57799,7360400,57799,880,880
1669,2007-09-24,57799,58719,57799,58719,5824600,58719,920,920
1670,2007-09-25,58717,58862,57969,58858,3464800,58858,141,141
