Data,Open,High,Low,Close,Volume,Ajustado
7/1/2005,25051,25409,25047,25311,0,25311
7/4/2005,25314,25314,24899,25045,0,25045
7/5/2005,25042,25059,24526,24675,0,24675
7/6/2005,24677,24677,24267,24517,0,24517
7/7/2005,24513,24603,24192,24450,0,24450
7/8/2005,24452,24657,24287,24423,0,24423
7/11/2005,24425,25032,24425,25016,0,25016
7/12/2005,25027,25576,24932,25536,0,25536
7/13/2005,25557,26043,25557,25856,0,25856
7/14/2005,25859,26142,25725,25920,0,25920
7/15/2005,25916,25916,25222,25222,0,25222
7/18/2005,25222,25412,24916,25321,0,25321
7/19/2005,25312,25312,24960,25271,0,25271
7/20/2005,25268,25795,24970,25705,0,25705
7/21/2005,25706,25964,25505,25842,0,25842
7/22/2005,25834,25848,25244,25391,0,25391
7/25/2005,25388,25388,24410,24531,0,24531
7/26/2005,24506,24899,24328,24868,0,24868
7/27/2005,24882,25362,24774,25338,0,25338
7/28/2005,25340,26125,25340,26068,0,26068
7/29/2005,26065,26306,25946,26042,0,26042
8/1/2005,26042,26452,25911,26298,0,26298
8/2/2005,26325,26824,26325,26789,0,26789
8/3/2005,26789,27317,26638,26714,0,26714
8/4/2005,26714,26960,26440,26470,0,26470
8/5/2005,26469,26881,26350,26518,0,26518
8/8/2005,26521,26985,26521,26711,0,26711
8/9/2005,26711,27291,26711,27291,0,27291
8/10/2005,27291,27606,26935,27117,0,27117
8/11/2005,27099,27512,26494,26633,0,26633
8/12/2005,26629,26951,25734,26951,0,26951
8/15/2005,26960,27413,26944,27375,0,27375
8/16/2005,27376,27696,26967,27080,0,27080
8/17/2005,27084,27519,27057,27416,0,27416
8/18/2005,27395,27419,26806,26900,0,26900
8/19/2005,26909,27183,26129,26644,0,26644
8/22/2005,26647,27287,26647,27261,0,27261
8/23/2005,27261,27264,26648,26769,0,26769
8/24/2005,26769,26862,26479,26712,0,26712
8/25/2005,26712,27403,26712,27402,0,27402
8/26/2005,27397,27422,27008,27095,0,27095
8/29/2005,27113,27432,26981,27385,0,27385
8/30/2005,27385,27619,27339,27604,0,27604
8/31/2005,27626,28072,27626,28045,0,28045
9/1/2005,28044,28237,27799,27962,0,27962
9/2/2005,27972,28347,27972,28319,0,28319
9/5/2005,28322,28579,28322,28522,0,28522
9/6/2005,28523,28855,28338,28855,0,28855
9/8/2005,28855,28956,28709,28828,0,28828
9/9/2005,28837,29387,28820,29308,0,29308
9/12/2005,29308,29331,28991,29086,0,29086
9/13/2005,29084,29194,28814,28873,0,28873
9/14/2005,28874,29152,28842,29050,0,29050
9/15/2005,29048,29561,29048,29366,0,29366
9/16/2005,29368,29863,29368,29816,0,29816
9/19/2005,29816,30076,29715,30076,0,30076
9/20/2005,30076,30370,29889,30059,0,30059
9/21/2005,30059,30890,29815,30837,0,30837
9/22/2005,30839,30931,30422,30678,0,30678
9/23/2005,30683,31371,30683,31294,0,31294
9/26/2005,31301,31565,30957,31141,0,31141
9/27/2005,31146,31219,30593,30875,0,30875
9/28/2005,30879,31405,30879,31317,0,31317
9/29/2005,31318,31524,30839,31209,0,31209
9/30/2005,31209,31584,31135,31584,0,31584
10/3/2005,31582,31985,31542,31856,0,31856
10/4/2005,31857,32052,31235,31284,0,31284
10/5/2005,31272,31272,30118,30164,0,30164
10/6/2005,30165,30241,28893,29227,0,29227
10/7/2005,29227,30213,29227,29973,0,29973
10/10/2005,29982,30502,29982,30277,0,30277
10/11/2005,30275,30775,30275,30614,0,30614
10/13/2005,30561,30561,29337,29880,0,29880
10/14/2005,29880,30251,29090,29770,0,29770
10/17/2005,29777,30377,29777,30242,0,30242
10/18/2005,30241,30451,29068,29068,0,29068
10/19/2005,29072,29558,28596,29297,0,29297
10/20/2005,29300,29975,28161,28344,0,28344
10/21/2005,28346,29176,28346,29176,0,29176
10/24/2005,29176,29835,29120,29835,0,29835
10/25/2005,29837,30095,29396,29498,0,29498
10/26/2005,29492,29971,29244,29730,0,29730
10/27/2005,29730,29842,29005,29133,0,29133
10/28/2005,29133,29567,29133,29318,0,29318
10/31/2005,29333,30252,29333,30194,0,30194
11/1/2005,30194,30981,30194,30900,0,30900
11/3/2005,30899,31487,30899,31100,0,31100
11/4/2005,31080,31234,30584,30888,0,30888
11/7/2005,30888,31363,30728,30952,0,30952
11/8/2005,30951,31078,30587,30971,0,30971
11/9/2005,30971,31232,30493,30666,0,30666
11/10/2005,30665,30726,30218,30725,0,30725
11/11/2005,30722,30746,30385,30511,0,30511
11/14/2005,30510,30510,29948,30219,0,30219
11/16/2005,30219,30516,30157,30482,0,30482
11/17/2005,30483,31248,30483,31087,0,31087
11/18/2005,31087,31180,30887,31102,0,31102
11/21/2005,31102,31291,30969,31110,0,31110
11/22/2005,31110,31500,30473,31489,0,31489
11/23/2005,31489,32014,31489,31943,0,31943
11/24/2005,31938,32123,31678,31945,0,31945
11/25/2005,31947,32059,31840,31920,0,31920
11/28/2005,31920,32350,31337,31358,0,31358
11/29/2005,31360,31767,31360,31652,0,31652
11/30/2005,31652,31918,31296,31917,0,31917
12/1/2005,31921,32700,31921,32617,0,32617
12/2/2005,32617,32936,32617,32832,0,32832
12/5/2005,32835,32910,32547,32701,0,32701
12/6/2005,32712,33332,32712,33223,0,33223
12/7/2005,33225,33271,32649,32757,0,32757
12/8/2005,32756,32997,32476,32480,0,32480
12/9/2005,32483,32971,32483,32922,0,32922
12/12/2005,32925,33299,32868,32971,0,32971
12/13/2005,32971,33432,32835,33420,0,33420
12/14/2005,33420,33837,33369,33629,0,33629
12/15/2005,33625,33799,33103,33193,0,33193
12/16/2005,33193,33579,33193,33292,0,33292
12/19/2005,33284,33496,32908,33005,0,33005
12/20/2005,33008,33140,32768,33067,0,33067
12/21/2005,33068,33553,33068,33517,0,33517
12/22/2005,33521,33652,33463,33513,0,33513
12/23/2005,33509,33575,33280,33331,0,33331
12/26/2005,33331,33435,33140,33298,0,33298
12/27/2005,33297,33631,33239,33371,0,33371
12/28/2005,33371,33463,32965,33138,0,33138
12/29/2005,33137,33456,33137,33456,0,33456
1/2/2006,33462,33519,32860,33507,0,33507
1/3/2006,33507,34563,33507,34541,0,34541
1/4/2006,34540,35223,34540,35002,0,35002
1/5/2006,35006,35088,34681,34936,0,34936
1/6/2006,35170,35529,34940,35475,0,35475
1/9/2006,35475,35601,35108,35337,0,35337
1/10/2006,35338,35338,34687,35049,0,35049
1/11/2006,35050,35953,35050,35952,0,35952
1/12/2006,35953,36286,35641,35779,0,35779
1/13/2006,35779,35951,35480,35897,0,35897
1/16/2006,35897,36534,35891,36534,0,36534
1/17/2006,36534,36534,35817,36119,0,36119
1/18/2006,36115,36115,35380,35805,0,35805
1/19/2006,35813,36979,35813,36858,0,36858
1/20/2006,36857,36938,36432,36695,0,36695
1/23/2006,36687,36771,36213,36632,0,36632
1/24/2006,36632,37428,36632,37400,0,37400
1/26/2006,37402,38031,37402,38014,0,38014
1/27/2006,38018,38804,37688,37822,0,37822
1/30/2006,37824,38276,37501,38242,0,38242
1/31/2006,38243,38456,37630,38383,0,38383
2/1/2006,38382,38500,37886,38485,0,38485
2/2/2006,38482,38508,37237,37304,0,37304
2/3/2006,37304,37609,36526,37262,0,37262
2/6/2006,37262,37776,37229,37321,0,37321
2/7/2006,37320,37376,36556,36562,0,36562
2/8/2006,36553,36784,36183,36499,0,36499
2/9/2006,36501,37177,36501,36882,0,36882
2/10/2006,36886,37813,36633,36975,0,36975
2/13/2006,36975,37076,36114,36114,0,36114
2/14/2006,36117,36734,35891,36627,0,36627
2/15/2006,36629,37447,36422,37239,0,37239
2/16/2006,37245,38268,37245,38256,0,38256
2/17/2006,38256,38642,38256,38422,0,38422
2/20/2006,38418,38678,38032,38539,0,38539
2/21/2006,38541,38978,38166,38166,0,38166
2/22/2006,38166,38633,38056,38246,0,38246
2/23/2006,38242,38522,37747,38405,0,38405
2/24/2006,38406,38610,38337,38610,0,38610
3/1/2006,38610,39203,38533,39178,0,39178
3/2/2006,39182,39367,38989,39126,0,39126
3/3/2006,39129,39356,38716,39240,0,39240
3/6/2006,39241,39395,38348,38354,0,38354
3/7/2006,38350,38350,37130,37423,0,37423
3/8/2006,37421,37421,36446,37289,0,37289
3/9/2006,37289,37739,36085,36312,0,36312
3/10/2006,36328,37161,36218,36891,0,36891
3/13/2006,36891,37259,36513,36793,0,36793
3/14/2006,36789,37541,36417,37541,0,37541
3/15/2006,37546,38341,37543,38244,0,38244
3/16/2006,38245,38578,37962,38157,0,38157
3/17/2006,38159,38268,37769,38049,0,38049
3/20/2006,38049,38500,37978,38204,0,38204
3/21/2006,38204,38204,37351,37398,0,37398
3/22/2006,37398,37851,37156,37851,0,37851
3/23/2006,37850,38128,37207,37474,0,37474
3/24/2006,37473,37775,37301,37577,0,37577
3/27/2006,37577,37893,37153,37641,0,37641
3/28/2006,37640,37731,36682,36682,0,36682
3/29/2006,36684,37492,36684,37492,0,37492
3/30/2006,37493,38089,37469,37777,0,37777
3/31/2006,37783,38016,37619,37952,0,37952
4/3/2006,37952,38851,37952,38717,0,38717
4/4/2006,38718,39086,38606,38802,0,38802
4/5/2006,38803,39054,38475,39053,0,39053
4/6/2006,39053,39310,38700,39285,0,39285
4/7/2006,39285,39397,38630,38926,0,38926
4/10/2006,38927,38927,38239,38475,0,38475
4/11/2006,38478,38885,37823,37901,0,37901
4/12/2006,37901,38448,37816,38427,0,38427
4/13/2006,38426,38479,37984,38082,0,38082
4/17/2006,38086,38698,38086,38462,0,38462
4/18/2006,38466,39584,38466,39572,0,39572
4/19/2006,39581,40026,39492,39938,0,39938
4/20/2006,39941,40278,39435,39775,0,39775
4/24/2006,39775,40089,39616,39751,0,39751
4/25/2006,39753,39953,39577,39738,0,39738
4/26/2006,39739,40422,39739,40410,0,40410
4/27/2006,40410,40410,39631,39751,0,39751
4/28/2006,39752,40425,39752,40363,0,40363
5/2/2006,40365,41017,40277,41017,0,41017
5/3/2006,41016,41068,40574,40920,0,40920
5/4/2006,40926,41258,40894,40976,0,40976
5/5/2006,40976,41449,40976,41417,0,41417
5/8/2006,41417,41693,41095,41515,0,41515
5/9/2006,41505,42016,41446,41979,0,41979
5/10/2006,41981,41985,41418,41752,0,41752
5/11/2006,41758,42062,40777,40847,0,40847
5/12/2006,40847,40862,40121,40223,0,40223
5/15/2006,39688,40209,38871,39271,0,39271
5/16/2006,39271,39953,38923,39416,0,39416
5/17/2006,39411,39411,38099,38291,0,38291
5/18/2006,38290,38591,37807,37807,0,37807
5/19/2006,37820,38465,37325,37733,0,37733
5/22/2006,37732,37732,35664,36497,0,36497
5/23/2006,36498,37567,36099,36110,0,36110
5/24/2006,36104,36341,34911,35792,0,35792
5/25/2006,35794,37569,35794,37569,0,37569
5/26/2006,37574,38510,37574,38506,0,38506
5/29/2006,38634,38734,38055,38145,0,38145
5/30/2006,38149,38149,36413,36413,0,36413
5/31/2006,36414,37216,36362,36530,0,36530
6/1/2006,36531,37748,36502,37748,0,37748
6/2/2006,37750,38437,37411,37942,0,37942
6/5/2006,37939,37976,36670,36740,0,36740
6/6/2006,36740,36740,35673,36558,0,36558
6/7/2006,36559,36771,35262,35264,0,35264
6/8/2006,35262,35608,34360,35438,0,35438
6/9/2006,35438,36181,35075,35075,0,35075
6/12/2006,35083,35266,33537,33555,0,33555
6/13/2006,33535,33582,32824,32848,0,32848
6/14/2006,32848,33474,32057,32941,0,32941
6/16/2006,32942,34543,32942,34399,0,34399
6/19/2006,34407,34669,33549,33897,0,33897
6/20/2006,33897,34156,33568,33632,0,33632
6/21/2006,33632,34601,33216,34547,0,34547
6/22/2006,34544,34714,34226,34317,0,34317
6/23/2006,34314,34864,33880,34661,0,34661
6/26/2006,34663,34875,34584,34631,0,34631
6/27/2006,34631,35015,34368,34376,0,34376
6/28/2006,34374,34837,34349,34835,0,34835
6/29/2006,34835,36487,34835,36487,0,36487
6/30/2006,36487,37036,36359,36631,0,36631
7/3/2006,36629,37402,36534,37357,0,37357
7/4/2006,37358,37601,37188,37367,0,37367
7/5/2006,37366,37366,36304,36378,0,36378
7/6/2006,36380,36993,36380,36533,0,36533
7/7/2006,36541,36796,35850,36102,0,36102
7/10/2006,36107,36427,35863,36141,0,36141
7/11/2006,36137,36581,35590,36554,0,36554
7/12/2006,36555,36747,36189,36230,0,36230
7/13/2006,36221,36221,35344,35354,0,35354
7/14/2006,35353,35651,35001,35350,0,35350
7/17/2006,35344,35469,34814,34866,0,34866
7/18/2006,34871,35311,34591,35130,0,35130
7/19/2006,35136,36785,35136,36785,0,36785
7/20/2006,36786,37043,35847,35847,0,35847
7/21/2006,35847,36144,35307,35510,0,35510
7/24/2006,35525,36283,35525,36224,0,36224
7/25/2006,36223,36709,36011,36681,0,36681
7/26/2006,36681,36951,36475,36594,0,36594
7/27/2006,36595,37112,36593,36888,0,36888
7/28/2006,36886,37522,36841,37381,0,37381
7/31/2006,37381,37399,37077,37077,0,37077
8/1/2006,37077,37084,36536,36839,0,36839
8/2/2006,36843,37481,36834,37288,0,37288
8/3/2006,37288,37688,36893,37451,0,37451
8/4/2006,37462,38172,37462,37848,0,37848
8/7/2006,37845,37879,37518,37698,0,37698
8/8/2006,37699,38081,37532,37600,0,37600
8/9/2006,37602,38086,37180,37255,0,37255
8/10/2006,37255,37423,36929,37354,0,37354
8/11/2006,37354,37502,36886,36944,0,36944
8/14/2006,36950,37184,36490,36557,0,36557
8/15/2006,36559,37417,36559,37296,0,37296
8/16/2006,37296,37697,37210,37678,0,37678
8/17/2006,37451,38022,37402,37559,0,37559
8/18/2006,37559,37589,37178,37552,0,37552
8/21/2006,37550,37550,37139,37161,0,37161
8/22/2006,37161,37255,36511,36678,0,36678
8/23/2006,36675,36690,35512,35512,0,35512
8/24/2006,35514,35872,35123,35797,0,35797
8/25/2006,35795,36128,35586,35958,0,35958
8/28/2006,35958,36389,35649,36375,0,36375
8/29/2006,36384,36617,36013,36304,0,36304
8/30/2006,36303,36520,36125,36313,144235600,36313
8/31/2006,36313,36606,36013,36232,0,36232
9/1/2006,36232,37329,36232,37329,98953400,37329
9/4/2006,37330,37739,37287,37693,83711000,37693
9/5/2006,37693,37693,37271,37368,104148400,37368
9/6/2006,37368,37368,36710,36710,99016400,36710
9/8/2006,36705,36725,36495,36558,80359000,36558
9/11/2006,36561,36561,35666,35772,158480500,35772
9/12/2006,35777,36147,35626,36147,127765600,36147
9/13/2006,36147,36726,36034,36550,142775800,36550
9/14/2006,36548,36680,36087,36154,91091800,36154
9/15/2006,36154,36469,35878,36170,81902200,36170
9/18/2006,36168,36670,36134,36483,68704200,36483
9/19/2006,36477,36487,35555,35886,115664900,35886
9/20/2006,35889,36069,34928,35197,153831600,35197
9/21/2006,35199,35332,34624,34830,198934000,34830
9/22/2006,34829,34897,34397,34799,131281600,34799
9/25/2006,34803,35054,34127,34973,126964700,34973
9/26/2006,34972,35827,34972,35819,121505000,35819
9/27/2006,35817,36114,35611,36106,152445400,36106
9/28/2006,36105,36487,36031,36486,124881800,36486
9/29/2006,36486,36570,36261,36449,128959000,36449
10/2/2006,36450,37317,36450,37058,149989200,37058
10/3/2006,37057,37057,36438,36438,121786200,36438
10/4/2006,36441,37780,36441,37749,201054100,37749
10/5/2006,37750,38205,37624,37977,147085300,37977
10/6/2006,37976,37976,37493,37940,88616400,37940
10/9/2006,37930,38626,37736,38406,111501800,38406
10/10/2006,38411,38778,38407,38655,119440600,38655
10/11/2006,38652,38652,38091,38322,87991000,38322
10/13/2006,38328,39177,38328,38850,112580700,38850
10/16/2006,38852,39261,38672,39229,110698100,39229
10/17/2006,39226,39226,38672,38898,88848400,38898
10/18/2006,38898,39446,38557,38686,208399200,38686
10/19/2006,38595,38940,38561,38920,0,38920
10/20/2006,38919,38958,38440,38643,71733800,38643
10/23/2006,38643,39227,38273,39227,101060500,39227
10/24/2006,39227,39552,39091,39499,74334200,39499
10/25/2006,39499,39721,39341,39563,122633500,39563
10/26/2006,39563,39843,39365,39645,98565000,39645
10/27/2006,39640,39746,39293,39328,115174800,39328
10/30/2006,39327,39340,38681,38900,94526000,38900
10/31/2006,38900,39263,38880,39263,166833700,39263
11/1/2006,39279,40104,39279,39930,151358200,39930
11/3/2006,39930,40482,39924,40435,160846800,40435
11/6/2006,40437,41256,40437,41247,171533400,41247
11/7/2006,41247,41402,40863,41048,129699300,41048
11/8/2006,41042,41345,40624,41334,142110100,41334
11/9/2006,41334,41813,40657,40815,140119600,40815
11/10/2006,40815,40942,40322,40720,163280500,40720
11/13/2006,40724,40724,40038,40606,116856500,40606
11/14/2006,40607,41342,40607,41291,141768700,41291
11/16/2006,41296,41781,41153,41162,157412900,41162
11/17/2006,41164,41164,40482,41029,0,41029
11/21/2006,41029,41570,40986,41570,118526800,41570
11/22/2006,41579,41951,41308,41913,109892600,41913
11/23/2006,41913,42308,41913,42070,91746800,42070
11/24/2006,42071,42071,41468,41758,92538600,41758
11/27/2006,41758,41758,40722,40915,0,40915
11/28/2006,40915,41083,40428,41043,0,41043
11/29/2006,41041,41988,41041,41970,146202300,41970
11/30/2006,41971,42175,41497,41932,141201400,41932
12/1/2006,41930,42095,41192,41327,84178800,41327
12/4/2006,41329,42660,41282,42654,86575800,42654
12/5/2006,42652,43261,42636,43157,97888000,43157
12/6/2006,43158,43422,42831,43096,87843400,43096
12/7/2006,43097,43506,42758,42909,81579600,42909
12/8/2006,42910,43303,42818,42978,66396000,42978
12/11/2006,42968,43432,42968,43297,99182800,43297
12/12/2006,43297,43297,42794,43018,94209200,43018
12/13/2006,43026,43394,42783,43285,194334000,43285
12/14/2006,43291,43797,43291,43755,155097100,43755
12/15/2006,43755,44263,43447,43596,140263800,43596
12/18/2006,43596,44048,43400,43509,138330400,43509
12/19/2006,43038,43590,42891,43590,0,43590
12/20/2006,43592,43946,43379,43502,111485500,43502
12/21/2006,43505,43689,43100,43385,80744600,43385
12/22/2006,43385,43602,43125,43356,65730800,43356
12/26/2006,43356,43611,43356,43603,47331000,43603
12/27/2006,43602,44526,43602,44526,101324300,44526
12/28/2006,44526,44675,44373,44474,113108900,44474
1/2/2007,44476,45388,44476,45383,75560200,45383
1/3/2007,45379,45379,44284,44445,122372800,44445
1/4/2007,44442,44442,43623,44020,86577000,44020
1/5/2007,44019,44081,42160,42245,164055000,42245
1/8/2007,42249,42926,42144,42830,114007100,42830
1/9/2007,42831,43001,41438,42007,112991900,42007
1/10/2007,42001,42336,41266,42336,110755900,42336
1/11/2007,42336,43128,41940,42670,84165800,42670
1/12/2007,42669,43188,42526,43095,96842400,43095
1/15/2007,43095,43473,42875,42919,45027800,42919
1/16/2007,42916,42916,42415,42624,93088400,42624
1/17/2007,42626,42930,42252,42735,73003000,42735
1/18/2007,42741,43402,42407,42478,97203200,42478
1/19/2007,42477,43428,42477,43428,0,43428
1/22/2007,43431,43879,43183,43553,70802000,43553
1/23/2007,43549,44243,43432,44177,109921200,44177
1/24/2007,44177,44808,44041,44687,114652200,44687
1/26/2007,44687,44687,43870,44412,102456700,44412
1/29/2007,44414,44435,43555,43573,95144400,43573
1/30/2007,43573,44065,43508,44044,110700200,44044
1/31/2007,44046,44643,43824,44642,131510700,44642
2/1/2007,44642,45212,44642,44815,120498200,44815
2/2/2007,44815,45204,44597,44998,106514300,44998
2/5/2007,44999,45286,44851,45286,79481200,45286
2/6/2007,45287,45486,45038,45352,109404000,45352
2/7/2007,45352,45425,44488,44588,114293700,44588
2/8/2007,44585,44892,44070,44892,124663400,44892
2/9/2007,44894,45050,44180,44284,133298700,44284
2/12/2007,44286,44464,43850,43935,94842200,43935
2/13/2007,43932,45197,43932,45197,116712300,45197
2/14/2007,45198,46106,45198,45996,232265300,45996
2/15/2007,45996,46178,45734,45955,140012600,45955
2/16/2007,45955,45966,45614,45849,107391100,45849
2/21/2007,45849,46095,45558,46090,73069000,46090
2/22/2007,46097,46752,46097,46452,121582000,46452
2/23/2007,46452,46517,45813,46016,76534200,46016
2/26/2007,46021,46450,45885,46207,94900800,46207
2/27/2007,46190,46190,42571,43145,189354000,43145
2/28/2007,43150,43923,43122,43892,176098100,43892
3/1/2007,43886,43886,42037,43517,131228800,43517
3/2/2007,43518,43518,42297,42370,199570400,42370
3/5/2007,42370,42370,41117,41179,123682700,41179
3/6/2007,41192,43218,41192,43218,119195300,43218
3/7/2007,43224,43396,42660,42667,128354000,42667
3/8/2007,42672,43726,42672,43466,85353800,43466
3/9/2007,43466,44173,43466,44133,129008600,44133
3/12/2007,44133,44406,43845,44249,116185400,44249
3/13/2007,44249,44249,42724,42749,159221400,42749
3/14/2007,42749,43290,42051,43288,160333800,43288
3/15/2007,43289,43573,42951,43278,136954300,43278
3/16/2007,43278,43568,42598,42730,112346700,42730
3/19/2007,42734,43714,42734,43713,142704400,43713
3/20/2007,43713,44353,43679,44351,165675100,44351
3/21/2007,44350,45631,44350,45631,201404600,45631
3/22/2007,45631,45950,45272,45424,139703500,45424
3/23/2007,45425,45759,45168,45533,82313000,45533
3/26/2007,45533,45712,44965,45645,78423800,45645
3/27/2007,45646,45646,45143,45207,95099400,45207
3/28/2007,45204,45204,44315,44484,132180500,44484
3/29/2007,44493,45570,44493,45355,134403900,45355
3/30/2007,45355,45805,45138,45805,124972500,45805
4/2/2007,45805,45805,45225,45597,141629100,45597
4/3/2007,45601,46481,45601,46288,208963000,46288
4/4/2007,46290,46692,46113,46554,121560000,46554
4/5/2007,46555,46767,46418,46647,113833700,46647
4/9/2007,46650,47239,46650,46855,124565500,46855
4/10/2007,46855,47234,46822,47174,165433200,47174
4/11/2007,47173,47573,46680,46939,169053700,46939
4/12/2007,46941,47389,46506,47347,117205600,47347
4/13/2007,47347,47968,47267,47926,122908200,47926
4/16/2007,47925,49022,47925,48921,155061700,48921
4/17/2007,48923,49156,48631,48755,140107200,48755
4/18/2007,48760,49339,48456,48710,190930900,48710
4/19/2007,48705,48837,47917,48762,168338300,48762
4/20/2007,48763,49459,48763,49408,155979900,49408
4/23/2007,49409,49477,49097,49162,84795800,49162
4/24/2007,49162,49259,48602,49071,85154000,49071
4/25/2007,49072,49816,49072,49676,139457700,49676
4/26/2007,49678,49856,49060,49068,130519800,49068
4/27/2007,49067,49232,48311,49230,97450000,49230
4/30/2007,49222,49482,48744,48956,155714300,48956
5/2/2007,48955,49630,48953,49472,82439200,49472
5/3/2007,49472,50318,49472,50218,61496600,50218
5/4/2007,50218,50898,50218,50598,48752600,50598
5/7/2007,50591,50618,50154,50282,30581600,50282
5/8/2007,50276,50369,49526,50278,58598200,50278
5/9/2007,50277,51369,50149,51300,129546400,51300
5/10/2007,51298,51298,50205,50235,183381300,50235
5/11/2007,50235,51083,50235,50902,146071500,50902
5/14/2007,50910,51066,50298,50511,82391800,50511
5/15/2007,50511,51042,50370,50518,88112800,50518
5/16/2007,50518,51738,50518,51738,154949100,51738
5/17/2007,51741,51959,51374,51631,100343900,51631
5/18/2007,51633,52088,51499,52078,103165200,52078
5/21/2007,52078,52691,52078,52423,128956500,52423
5/22/2007,52424,52561,52039,52208,54601200,52208
5/23/2007,52210,52505,51670,51813,177385300,51813
5/24/2007,51813,51891,50214,50531,104114900,50531
5/25/2007,50541,51633,50541,51618,93920400,51618
5/28/2007,51616,52209,51616,52120,58686200,52120
5/29/2007,52121,52545,51271,51713,158100700,51713
5/30/2007,51706,52595,50607,52528,140483000,52528
5/31/2007,52536,52877,52098,52268,125166600,52268
6/1/2007,52271,53423,52271,53423,148685200,53423
6/4/2007,53423,53423,52651,53243,90055800,53243
6/5/2007,53245,53271,52673,53162,89869200,53162
6/6/2007,53162,53162,51869,52049,92944800,52049
6/8/2007,52045,52500,50885,52330,84325800,52330
6/11/2007,52324,52952,52184,52777,81569800,52777
6/12/2007,52776,52776,51643,51797,75774200,51797
6/13/2007,51799,53226,51799,52994,175650400,52994
6/14/2007,53011,53798,53009,53713,97862600,53713
6/15/2007,53723,54726,53723,54519,123495800,54519
6/18/2007,54519,55000,54355,54730,115684800,54730
6/19/2007,54730,54797,54450,54644,99302200,54644
6/20/2007,54644,55003,54029,54029,120526300,54029
6/21/2007,54030,54844,53911,54657,103576000,54657
6/22/2007,54644,54644,53952,54267,94636800,54267
6/25/2007,54270,54605,53605,54042,84710200,54042
6/26/2007,54045,54413,53842,53852,68430600,53852
6/27/2007,53852,54164,53202,54143,86424600,54143
6/28/2007,54154,54648,54147,54147,89190200,54147
6/29/2007,54150,54783,53958,54392,85396000,54392
7/2/2007,54396,55386,54396,55371,67223800,55371
7/3/2007,55371,55783,55259,55700,33761000,55700
7/4/2007,55698,56000,55598,55696,23831400,55696
7/5/2007,55696,55932,55345,55932,54025000,55932
7/6/2007,55932,56444,55932,56444,39105400,56444
7/10/2007,56444,56544,55678,55883,50772400,55883
7/11/2007,55882,56495,55628,56356,42577400,56356
7/12/2007,56380,57676,56378,57613,43539800,57613
7/13/2007,57613,57983,57327,57644,49967000,57644
7/16/2007,57644,57666,57035,57374,51594200,57374
7/17/2007,57376,57799,57307,57660,0,57660
7/18/2007,57660,57660,56903,57556,0,57556
7/19/2007,57556,58293,57556,58125,0,58125
7/20/2007,58125,58125,57103,57443,36497000,57443
7/23/2007,57443,58070,57443,58037,40731200,58037
7/24/2007,58036,58057,55165,55795,61823000,55795
7/25/2007,55797,56409,54520,56001,79978200,56001
7/26/2007,55998,55998,52627,53893,80241800,53893
7/27/2007,53893,54407,52922,52922,64166800,52922
7/30/2007,52925,54790,52925,54573,46189400,54573
7/31/2007,54602,55662,54169,54183,60286200,54183
8/1/2007,54170,54234,53036,54234,60579400,54234
8/2/2007,54245,54959,54202,54691,46542600,54691
8/3/2007,54697,54725,52575,52846,83125000,52846
8/6/2007,52846,53207,51317,53091,81613200,53091
8/7/2007,53092,54113,52746,53802,37271000,53802
8/8/2007,53804,55616,53804,55241,64404600,55241
8/9/2007,55213,55213,53324,53431,50735200,53431
8/10/2007,53431,53431,51682,52638,58812200,52638
8/13/2007,52647,53670,52202,52434,48389000,52434
8/14/2007,52434,52945,50912,50912,49403000,50912
8/15/2007,50912,51286,49106,49285,108086200,49285
8/16/2007,49281,49281,44938,48016,94943000,48016
8/17/2007,48026,49588,46877,48559,69136800,48559
8/20/2007,48561,49574,48561,49206,40150000,49206
8/21/2007,49208,50064,48739,49815,25605200,49815
8/22/2007,49815,51749,49815,51745,26165200,51745
8/23/2007,51745,52351,51082,51848,18680600,51848
8/24/2007,51845,52998,51390,52998,48704200,52998
8/27/2007,52995,53396,52502,53078,23481800,53078
8/28/2007,53072,53072,51390,51645,20718200,51645
8/29/2007,51648,52810,51647,52735,20048400,52735
8/30/2007,52728,53645,52223,52858,28670400,52858
8/31/2007,52874,54715,52874,54637,46496600,54637
9/3/2007,54641,54998,54519,54833,5239000,54833
9/4/2007,54834,55566,54588,55250,9577600,55250
9/5/2007,55243,55243,54156,54408,2828400,54408
9/6/2007,54413,55094,54413,54569,5897800,54569
9/10/2007,54554,54554,52321,52653,4085000,52653
9/11/2007,52660,53954,52660,53921,4894200,53921
9/12/2007,53922,54622,53718,53883,5599000,53883
9/13/2007,53883,55087,53883,54908,3627600,54908
9/14/2007,54909,55465,54378,54671,5843200,54671
9/17/2007,54671,54733,53691,54341,4175800,54341
9/18/2007,54351,56844,54351,56666,7547200,56666
9/19/2007,56675,58079,56675,57264,7791400,57264
9/20/2007,57263,57609,56607,56906,4655000,56906
9/21/2007,56919,57899,56919,57799,7360400,57799
9/24/2007,57799,58719,57799,58719,5824600,58719
9/25/2007,58717,58862,57969,58858,3464800,58858
9/26/2007,58859,59825,58859,59715,6099200,59715
9/27/2007,59713,61052,59713,61052,6392800,61052
9/28/2007,61054,61054,60086,60465,5429200,60465
10/1/2007,60465,62355,60465,62340,15394000,62340
10/2/2007,62341,62356,61241,62017,6097200,62017
